cataloger,bookid,count,title,author,combinedName,authorOfColor,nonPersonAuthor,yrpub,neighborhood,collection,age,type,category1,category2,publication,media,summary,deweywording,subjects,deweydec,languages,originalLang,lcclassification,isbn
H,168008052,1,Very Special Friends,"Chapman, Jane",Jane Chapman,0,0,2014,Northgate,Northgate3,Childrens,Fiction,Null,Null,n/a (2014),Paperback,Very Special Friends by Jane Chapman (2014),,,,,English,,[9780545700672]
H,168008084,1,Class With the Summer Birthdays,"Regan, Dian Curtis",Dian Curtis Regan,0,0,?,Northgate,Northgate3,Childrens,Fiction,Null,Null,Bantam Doubleday Dell,Paperback,Class With the Summer Birthdays by Dian Curtis Regan (?),,Birthdays > Fiction|Parties > Fiction|Schools > Fiction|Schools > fiction,,,English,PZ7 .R25854,[0440846285]
H,168008098,1,Hannah West in the Center of the Universe,"Johns, Linda",Linda Johns,0,0,2007,Northgate,Northgate3,Childrens,Fiction,Null,Null,"Puffin Books (2007), 144 pages",Paperback,Hannah West in the Center of the Universe by Linda Johns (2007),,,,English,English,PZ7 .J6219,[0142407569]
H,168008103,1,Moo Baa La La La,"Boynton, Sandra",Sandra Boynton,0,0,1982,Northgate,Northgate3,Childrens,Nonfiction,Null,Null,"Little Simon (1982), Edition: Cardboard Book, 14 pages",Board book,Moo Baa La La La by Sandra Boynton (1982),1945-1999 > 20th Century > English > Fiction > Literature > Modern Period,Animal sounds > Fiction|Animal sounds > Juvenile fiction|Spanish language materials|Stories in Rhyme|Stories in rhyme,823.914,English,English,PZ8.3 .B7,[067144901X]
H,168008112,1,Rachel and Obadiah,"Turkle, Brinton",Brinton Turkle,0,0,2004,Northgate,Northgate3,Childrens,Fiction,Null,Null,"Beautiful Feet Books (2004), 30 pages",Paperback,Rachel and Obadiah by Brinton Turkle (2004),1945-1999 > 20th Century > American And Canadian > Fiction > Literature,Nantucket Island (Mass.) > Fiction|Quakers > Fiction,813.54,English,English,PZ7 .T847,[1893103188]
H,168008123,1,READING 2011 LEVELED READER GRADE 1.1.6 ON WHICH ANIMALS WILL WE SEE?,"Foresman, Scott",Scott Foresman,0,0,2009,Northgate,Northgate3,Childrens,Nonfiction,Null,Null,"Scott Foresman (2009), 8 pages",Paperback,READING 2011 LEVELED READER GRADE 1.1.6 ON WHICH ANIMALS WILL WE SEE? by Scott Foresman (2009),,,,English,English,,[9780328507122]
H,168008126,1,READING 2011 LEVELED READER 1.2.5 ON PEOPLE HELP THE FOREST,"Foresman, Scott",Scott Foresman,0,0,2009,Northgate,Northgate3,Childrens,Nonfiction,Null,Null,Scott Foresman (2009),Paperback,READING 2011 LEVELED READER 1.2.5 ON PEOPLE HELP THE FOREST by Scott Foresman (2009),,,,English,English,,[0328507369]
H,168008132,1,Peeking Prairie Dogs (Pull Ahead Books),"Zuchora-Walske, Christine",Christine Zuchora-Walske,0,0,1999,Northgate,Northgate3,Childrens,Nonfiction,Null,Null,"Lerner Publishing Group (1999), 32 pages",Paperback,Peeking Prairie Dogs (Pull Ahead Books) by Christine Zuchora-Walske (1999),"Edentata, Rodentia, Insectivora: Sloths, Rodents, Moles > Mammals > Mathematics and Science > Zoology",,599.367,English,English,QL737 .R68,[0822536226]
H,168008136,1,MOANA - JR. NOVEL,"Disney, RH",RH Disney,0,1,2016,Northgate,Northgate3,Childrens,Fiction,Null,Null,"RH/Disney (2016), Edition: Dgs, 144 pages",Paperback,MOANA - JR. NOVEL by RH Disney (2016),21st Century > American And Canadian > Fiction > Literature,,813.6,English,English,,[0736436006]
H,168008144,1,Pm Turquoise Set D Tales & Plays Goldilo,0,null,0,0,1997,Northgate,Northgate3,Childrens,Fiction,Null,Null,"Cengage Learning New Zealand (1997), Edition: New edition, 1 pages",Paperback,Pm Turquoise Set D Tales & Plays Goldilo (1997),"Customs, Etiquette, Folklore > Folk literature > Folklore > Social Sciences",,398.2,English,English,,[1869611381]
H,168008146,1,LEGO Ninjago: Chronicles of Ninjago: An Official Handbook,"West, Tracey",Tracey West,0,0,2014,Northgate,Northgate3,Childrens,Fiction,Null,Null,"Scholastic Inc. (2014), Edition: Min, 64 pages",Paperback,LEGO Ninjago: Chronicles of Ninjago: An Official Handbook by Tracey West (2014),"Amusements and Recreation > Arts and Recreation > Film, Radio, And Television  > Public Entertainments, TV, Movies > Single Programs > TV Programs > Television",,791.4572,English,English,,[0545746388]
H,168008152,1,Maggi and MIlo,"Brenning, Juli",Juli Brenning,0,0,2014,Northgate,Northgate3,Childrens,Fiction,Null,Null,Scholasic (2014),Paperback,Maggi and MIlo by Juli Brenning (2014),,,,,English,,[0545832314]
H,168008155,1,A Chair for My Mother 25th Anniversary Edition (Reading Rainbow Books),"Williams, Vera B",Vera B Williams,0,0,2007,Northgate,Northgate3,Childrens,Fiction,Null,Null,"Greenwillow Books (2007), Edition: Reissue, Reprint, 32 pages",Paperback,A Chair for My Mother 25th Anniversary Edition (Reading Rainbow Books) by Vera B Williams (2007),American And Canadian > Fiction > Literature,Chairs > Fiction|Family life > Fiction|Family life > fiction|Saving and investment > Fiction,813,English,English,PZ7 .W6685,[9780688040741]
H,168008163,1,The Great Ghost Rescue,"Ibbotson, Eva",Eva Ibbotson,0,0,2003,Northgate,Northgate3,Childrens,Fiction,Null,Null,"Scholastic Inc (2003), Edition: 1st, 167 pages",Paperback,The Great Ghost Rescue by Eva Ibbotson (2003),1945-1999 > 20th Century > English > Fiction > Literature > Modern Period,England > Fiction|England > fiction|Ghosts > Fiction,823.914,English,English,PZ7 .I11555,[0439567645]
H,168008170,1,"Peanuts: It's the Great Pumpkin, Charlie Brown","Schulz, Charles M.",Charles M. Schulz,0,0,2007,Northgate,Northgate3,Childrens,Fiction,Null,Null,"Running Press Kids (2007), 12 pages",Board book,"Peanuts: It's the Great Pumpkin, Charlie Brown by Charles M. Schulz (2007)",21st Century > American And Canadian > Fiction > Literature,Halloween > Fiction,813.6,English,English,PZ7 .S38877,[0762431717]
H,168008180,1,I Wanna Iguana,"Kaufman, Karen",Karen Kaufman,0,0,2004,Northgate,Northgate3,Childrens,Fiction,Null,Null,"Scholastic (2004), Edition: 12th",Paperback,I Wanna Iguana by Karen Kaufman (2004),,Iguanas as pets > Fiction|Letters > Fiction|Mothers and sons > Fiction|Pets > Fiction,,English,English,PZ7 .O6332,[0439855454]
H,168008185,1,READING 2011 LEVELED READER 1.3.5 ADVANCED LEARN ABOUT BUTTERFLIES,"Foresman, Scott",Scott Foresman,0,0,2009,Northgate,Northgate3,Childrens,Nonfiction,Null,Null,Scott Foresman (2009),Paperback,READING 2011 LEVELED READER 1.3.5 ADVANCED LEARN ABOUT BUTTERFLIES by Scott Foresman (2009),,,,English,English,,[032850761X]
H,168008270,1,Milk and Cookies: A Frank Asch Bear Story,"Asch, Frank",Frank Asch,0,0,1982,Northgate,Northgate3,Childrens,Fiction,Null,Null,"Parents Magazine Press (1982), 48 pages",Hardcover,Milk and Cookies: A Frank Asch Bear Story by Frank Asch (1982),American And Canadian > Fiction > Literature,Bears > Fiction|Dreams > Fiction,813,English,English,PZ7 .A778,[0819310883]
H,168008279,1,Old MacDonald had an apartment house,"Barrett, Judi",Judi Barrett,0,0,1999,Northgate,Northgate3,Childrens,Fiction,Null,Null,"Scholastic (1999), 27 pages",Paperback,Old MacDonald had an apartment house by Judi Barrett (1999),1945-1999 > 20th Century > American And Canadian > Fiction > Literature,Apartment houses > Fiction|Farms > Fiction|Humorous stories,813.54,English,English,PZ7 .B2752,[0439063086]
H,168008287,1,Looking At Pictures,"Richardson, Joy",Joy Richardson,0,0,1997,Northgate,Northgate3,Childrens,Nonfiction,Null,Null,"Harry N. Abrams (1997), 80 pages",Hardcover,Looking At Pictures by Joy Richardson (1997),Arts and Recreation > Painting > Painting > Theory And Instruction,Art appreciation|National Gallery (Great Britain)|National Gallery (Great Britain) > Juvenile literature|Painting|Painting > Appreciation > Juvenile literature,750.11,English,English,ND1146 .R5,[0810942526]
H,168008356,1,The Little Butterfly (Step into Reading),"Shahan, Sherry",Sherry Shahan,0,0,2015,Northgate,Northgate3,Childrens,Nonfiction,Null,Null,"Random House Books for Young Readers (2015), 32 pages",Paperback,The Little Butterfly (Step into Reading) by Sherry Shahan (2015),"Articulates > Insects: Insecta, Hexapoda > Lepidoptera: butterflies, moths > Mathematics and Science > Zoology",,595.789,English,English,QL544.2 .S465,[9780385371896]
H,168008366,1,Bear's Bargain,"Asch, Frank",Frank Asch,0,0,1991,Northgate,Northgate3,Childrens,Fiction,Null,Null,"Scholastic (1991), 31 pages",Paperback,Bear's Bargain by Frank Asch (1991),Dictionaries And Encyclopedias > German > Information,Bears > Fiction|Birds > Fiction|Friendship > Fiction,33,English,English,PZ7 .A778,[0663562112]
H,168008393,1,Jenny's in the Hospital by Seymour Reit (1984-06-03),0,null,0,0,1984,Northgate,Northgate3,Childrens,Fiction,Null,Null,Goldencraft (1889),Hardcover,Jenny's in the Hospital by Seymour Reit (1984-06-03) (1889),,,,,,,
H,168008408,1,Tim O'Toole and the Wee Folk (Picture Puffins),"McDermott, Gerald",Gerald McDermott,0,0,1992,Northgate,Northgate3,Childrens,Fiction,Null,Null,"Puffin Books (1992), Edition: Reprint, 32 pages",Paperback,Tim O'Toole and the Wee Folk (Picture Puffins) by Gerald McDermott (1992),"Customs, Etiquette, Folklore > Folk literature > Folklore > Social Sciences",Fairy tales|Ireland > Fiction|fairy tales,398.2,English,English,PZ8 .M4576,[0140506756]
H,168008420,1,Play Rhymes,0,null,0,0,1991,Northgate,Northgate3,Childrens,Fiction,Null,Null,"Scholastic, Inc. (1991)",Paperback,Play Rhymes (1991),Amusements and Recreation > Arts and Recreation > Indoor Amusements,,793.4,English,English,GV1218 .F5,[0590449230]
H,168008431,1,All Aboard Fire Trucks (All Aboard Book),"Slater, Teddy",Teddy Slater,0,0,1991,Northgate,Northgate3,Childrens,Nonfiction,Null,Null,"Grosset & Dunlap (1991), 32 pages",Paperback,All Aboard Fire Trucks (All Aboard Book) by Teddy Slater (1991),"Engineering, contracts > Firefighting > Other Branches of Municipal Engineering > Sanitary; Municipal > Technology",Fire engines|Fire engines > Juvenile literature|Fire extinction,628.925,English,English,TH9372 .S557,[9780448343600]
H,168008440,1,Corduroy's Best Halloween Ever!,"Freeman, Don",Don Freeman,0,0,2001,Northgate,Northgate3,Childrens,Fiction,Null,Null,"Grosset & Dunlap (2001), Edition: 1st, 32 pages",Paperback,Corduroy's Best Halloween Ever! by Don Freeman (2001),21st Century > American And Canadian > Fiction > Literature,,813.6,English,English,PZ7 .C815357,[9780448424996]
H,168008442,1,Doc McStuffins Pet Vet,"Group, Disney Book",Disney Book Group,0,0,2015,Northgate,Northgate3,Childrens,Fiction,Null,Null,"Disney Press (2015), Edition: Nov, 24 pages",Paperback,Doc McStuffins Pet Vet by Disney Book Group (2015),21st Century > American And Canadian > Fiction > Literature,,813.6,English,English,,[1484715578]
H,168008459,1,The Zoo Book (Golden Look-Look Books),"Pfloog, Jan",Jan Pfloog,0,0,1999,Northgate,Northgate3,Childrens,Nonfiction,Null,Null,"Golden Books (1999), Edition: 1, 24 pages",Paperback,The Zoo Book (Golden Look-Look Books) by Jan Pfloog (1999),General Zoology > Mathematics and Science > Zoo animals > Zoology > Zoos,,590.744,English,English,,[0307581187]
H,168008473,1,Over in the Forest: Come and Take a Peek,"Berkes, Marianne",Marianne Berkes,0,0,2012,Northgate,Northgate3,Childrens,Nonfiction,Null,Null,"Dawn Pubns (2012), 32 pages",Paperback,Over in the Forest: Come and Take a Peek by Marianne Berkes (2012),Mathematics and Science > Organography; Descriptive anatomy > Specific Topics In Zoology > Zoology,,591.73,English,English,PZ8.3 .B4557,[1584691638]
H,168008477,1,Story of Doctor Dolittle (Puffin Story Books),"Lofting, Hugh",Hugh Lofting,0,0,1971,Northgate,Northgate3,Childrens,Fiction,Null,Null,"Penguin Putnam~childrens Hc (1971), Edition: Reprint, 160 pages",Paperback,Story of Doctor Dolittle (Puffin Story Books) by Hugh Lofting (1971),1901-1945 > 20th Century > English > Fiction > Literature > Modern Period,Animals > Fiction|Animals > Juvenile fiction|Fantasy|fantasy,823.912,English,English,PZ7 .L827,[0140302891]
H,168080771,1,The Legend of Rudolph The Red-Nosed Reindeer Record-A-Book by Lasting Memories,"Troiano, Joe",Joe Troiano,0,0,2011,Northgate,Northgate3,Childrens,Fiction,Null,Null,n/a (2011),Hardcover,The Legend of Rudolph The Red-Nosed Reindeer Record-A-Book by Lasting Memories by Joe Troiano (2011),,,,English,,,[0984527818]
H,168080798,1,Groovy Joe: We're Going to Build a Rainbow 10-Book Pack,0,null,0,0,2018,Northgate,Northgate3,Childrens,Fiction,Null,Null,SBC (2018),Paperback,Groovy Joe: We're Going to Build a Rainbow 10-Book Pack (2018),,,,,,,
H,168080825,1,How Do You Hug a Porcupine?,"Isop, Laurie",Laurie Isop,0,0,2011,Northgate,Northgate3,Childrens,Fiction,Null,Null,"Simon & Schuster Books for Young Readers (2011), Edition: 53910th, 32 pages",Hardcover,How Do You Hug a Porcupine? by Laurie Isop (2011),"Language > Spanish > [Formerly ""Prosody""; No longer used]",,466,English,English,PZ8.3 .I787,[1442412917]
H,168006959,1,Girl's Own Book,"Child, Lydia",Lydia Child,0,0,1991,Northgate,Northgate3,Childrens,Nonfiction,Null,Null,"Applewood Books (1991), 292 pages",Paperback,Girl's Own Book by Lydia Child (1991),Activities > Amusements > Amusements and Recreation > Arts and Recreation,,790.194,English,English,GV1204.998 .C48,[155709134X]
H,168008090,1,SpongeBob JokePants,"Lewman, David",David Lewman,0,0,2002,Northgate,Northgate3,Childrens,Fiction,Null,Null,"Scholastic, inc. (2002)",Paperback,SpongeBob JokePants by David Lewman (2002),"Amusements and Recreation > Arts and Recreation > Film, Radio, And Television  > Public Entertainments, TV, Movies > Single Programs > TV Programs > Television",,791.4572,English,English,PN6371.5 .L487,[0439442907]
H,168007038,1,Winners Never Quit,"Pepe, Phil",Phil Pepe,0,0,1970,Northgate,Northgate3,Childrens,Fiction,Null,Null,Tempo Books (1970),Paperback,Winners Never Quit by Phil Pepe (1970),,,,,English,,
H,168008026,1,The Great Waldo Search,"Handford, Martin",Martin Handford,0,0,1989,Northgate,Northgate3,Childrens,Fiction,Null,Null,"Little, Brown and Company (1989), Edition: 1st, 28 pages",Hardcover,The Great Waldo Search by Martin Handford (1989),"Amusements and Recreation > Arts and Recreation > Board games, mental puzzles > Indoor Amusements",Humorous stories|Literary recreations|Picture puzzles|Voyages and travels > Fiction|humorous stories,793.7,English,English,PZ7,[0316342823]
A,none,1,Ordinary Mr Pai: Two Urban Fairy Tales,null,null,0,0,1999,Northgate,Northgate3,Childrens,Fiction,Null,Null,null,null,,,,,English,English,,8186895337
H,168008296,1,The Monster's Ring (Magic Shop Books),"Coville, Bruce",Bruce Coville,0,0,2003,Northgate,Northgate3,Childrens,Fiction,Null,Null,"Aladdin (2003), Edition: 20th, 128 pages",Paperback,The Monster's Ring (Magic Shop Books) by Bruce Coville (2003),Biography; History By Place > Philosophy > Philosophy and Psychology,Bullies > Fiction|Halloween > Fiction|Magic > Fiction|Monsters > Fiction|Schools > FIction|Schools > Fiction|Schools > fiction,109,English,English,PZ7 .C8344,[068985692X]
A,168077667,1,Bailey Boat Cat: Adventures of a Feline Afloat,"Kennedy, Louise",Louise Kennedy,0,0,2014,Northgate,Northgate5,Childrens,Fiction,Null,Null,"Adlard Coles (2014), 96 pages",Hardcover,Bailey Boat Cat: Adventures of a Feline Afloat by Louise Kennedy (2014),Agriculture & Animal Husbandry > Biography > Biography; History By Place > Cats > Domestic Animals > Technology,,636.800929,English,English,,[1472906500]
A,168461009,1,Build a Picture Monsters Sticker Book (Build a Picture Sticker Books),"Vidal, Oriol",Oriol Vidal,0,0,2013,Phinney-Greenwood,Phinney-Green2,Childrens,Fiction,Null,Null,Usborne Books (2013),Paperback,Build a Picture Monsters Sticker Book (Build a Picture Sticker Books) by Oriol Vidal (2013),,,,English,English,,[079452947X]
A,168461053,1,Leyendas Latinoamericanas,"Shua, Ana María",Ana María Shua,1,0,2014,Phinney-Greenwood,Phinney-Green2,Childrens,Fiction,Null,Null,Editores Mexicanos Unidos (2014),Paperback,Leyendas Latinoamericanas by Ana Mar’a Shua (2014),,,,Spanish,,,[6071420059]
A,168461074,1,Ariel: A Gift of Love,"Windsor, Grace",Grace Windsor,0,0,2003,Phinney-Greenwood,Phinney-Green2,Childrens,Fiction,Null,Null,"Disney  Press (2003), Edition: 1st, 20 pages",Hardcover,Ariel: A Gift of Love by Grace Windsor (2003),,,,English,,,[0786846054]
A,168461086,1,My Biggest Playtime Book Ever/07933,0,null,0,0,1988,Phinney-Greenwood,Phinney-Green2,Childrens,Fiction,Null,Null,Bookthrift Co (1988),Hardcover,My Biggest Playtime Book Ever/07933 (1988),Anthologies > Anthologies and rhetoric > By Topic > Children's literature anthologies > Literature > Literature written for particular social groups > Literature written for particular social groups,,808.899282,English,English,,[0671079336]
A,168461093,1,Idalia's Project ABC Proyecto Abc/,"Rosario, Idalia",Idalia Rosario,1,0,1987,Phinney-Greenwood,Phinney-Green2,Childrens,Fiction,Null,Null,"Henry Holt & Company, Inc. (1987)",Paperback,Idalia's Project ABC Proyecto Abc/ by Idalia Rosario (1987),Language > School Texts > Spanish,,468.6,,,PC4115 .R69,[0805002863]
A,168459055,1,Math to Know: A Mathematics Handbook Grade 3- 4,0,null,0,0,?,Phinney-Greenwood,Phinney-Green3,Childrens,Nonfiction,Null,Null,Nelson Canada,Paperback,Math to Know: A Mathematics Handbook Grade 3- 4 (?),General Mathematics > Mathematics > Mathematics and Science,,510,English,English,QA40 .C38,[0176203443]
A,168459074,1,Pete the Cat and the Cool Caterpillar (I Can Read Level 1),"Dean, James",James Dean,0,0,2018,Phinney-Greenwood,Phinney-Green3,Childrens,Fiction,Null,Null,"HarperCollins (2018), 32 pages",Paperback,Pete the Cat and the Cool Caterpillar (I Can Read Level 1) by James Dean (2018),,,,English,English,,[0062675214]
A,168459081,1,Clark the Shark: Tooth Trouble (I Can Read Level 1),"Hale, Bruce",Bruce Hale,0,0,2014,Phinney-Greenwood,Phinney-Green3,Childrens,Fiction,Null,Null,"HarperCollins (2014), 32 pages",Hardcover,Clark the Shark: Tooth Trouble (I Can Read Level 1) by Bruce Hale (2014),English > Language > Primers (Readers)--English language > Standard English usage (Prescriptive linguistics),,428.6,English,English,PZ7 .H1295,[0062279084]
